latitude,longitude,property,mapped_unit,mean_value_mapped_unit,mean_uncertainty_mapped_unit,target_unit,mean_value_target_unit,mean_uncertainty_target_unit
18.80026455026455,52.29999999999999,cec,mmol(c)/kg,161.66666666666666,53.333333333333336,cmol(c)/kg,16.166666666666664,5.333333333333334
18.80026455026455,52.29999999999999,cfvo,cm³/dm³,235.3333333333333,93.0,cm³/100cm³,23.53333333333333,9.3
18.80026455026455,52.29999999999999,clay,g/kg,112.0,88.33333333333333,%,11.2,8.833333333333332
18.80026455026455,52.29999999999999,nitrogen,cg/kg,104.33333333333331,72.0,g/kg,1.0433333333333332,0.72
18.80026455026455,52.29999999999999,ocd,dg/dm³,96.0,23.0,hg/m³,9.6,2.3
18.80026455026455,52.29999999999999,phh2o,pH*10,81.0,3.0,-,8.1,0.3
18.80026455026455,52.29999999999999,sand,g/kg,599.3333333333334,12.333333333333334,%,59.93333333333334,1.2333333333333334
18.80026455026455,52.29999999999999,silt,g/kg,289.0,42.0,%,28.9,4.2
18.80026455026455,52.29999999999999,soc,dg/kg,51.66666666666666,57.333333333333336,g/kg,5.166666666666666,5.733333333333333
18.80026455026455,52.29999999999999,wv0010,(10-2 cm³/cm³)*10,284.0,10.666666666666666,10-2 cm³/cm³,28.4,1.0666666666666669
18.80026455026455,52.29999999999999,wv0033,(10-2 cm³/cm³)*10,242.66666666666663,14.0,10-2 cm³/cm³,24.266666666666666,1.4
18.80026455026455,52.29999999999999,wv1500,(10-2 cm³/cm³)*10,107.33333333333331,24.33333333333333,10-2 cm³/cm³,10.733333333333333,2.433333333333333
18.80035273368607,52.28333333333333,bdod,cg/cm³,149.0,5.666666666666667,kg/dm³,1.49,0.0566666666666666
18.80035273368607,52.28333333333333,cec,mmol(c)/kg,175.0,49.333333333333336,cmol(c)/kg,17.5,4.933333333333334
18.80035273368607,52.28333333333333,cfvo,cm³/dm³,184.0,212.0,cm³/100cm³,18.4,21.2
18.80035273368607,52.28333333333333,clay,g/kg,125.33333333333331,79.66666666666667,%,12.533333333333331,7.966666666666667
18.80035273368607,52.28333333333333,nitrogen,cg/kg,72.33333333333333,67.0,g/kg,0.7233333333333333,0.67
18.80035273368607,52.28333333333333,ocd,dg/dm³,89.33333333333333,21.0,hg/m³,8.933333333333334,2.1
18.80035273368607,52.28333333333333,phh2o,pH*10,82.0,3.0,-,8.2,0.3
18.80035273368607,52.28333333333333,sand,g/kg,585.3333333333334,13.333333333333334,%,58.53333333333334,1.3333333333333337
18.80035273368607,52.28333333333333,silt,g/kg,289.3333333333333,58.333333333333336,%,28.93333333333333,5.833333333333334
18.80035273368607,52.28333333333333,soc,dg/kg,37.333333333333336,58.0,g/kg,3.733333333333333,5.8
18.80035273368607,52.28333333333333,wv0010,(10-2 cm³/cm³)*10,288.6666666666667,10.666666666666666,10-2 cm³/cm³,28.866666666666667,1.0666666666666669
18.80035273368607,52.28333333333333,wv0033,(10-2 cm³/cm³)*10,225.3333333333333,13.666666666666666,10-2 cm³/cm³,22.53333333333333,1.3666666666666667
18.80035273368607,52.28333333333333,wv1500,(10-2 cm³/cm³)*10,102.33333333333331,27.33333333333333,10-2 cm³/cm³,10.233333333333333,2.7333333333333334
18.815873015873017,52.28333333333333,bdod,cg/cm³,146.0,5.333333333333333,kg/dm³,1.46,0.0533333333333333
18.815873015873017,52.28333333333333,cec,mmol(c)/kg,160.0,52.66666666666666,cmol(c)/kg,16.0,5.266666666666667
18.815873015873017,52.28333333333333,cfvo,cm³/dm³,258.0,88.66666666666667,cm³/100cm³,25.8,8.866666666666667
18.815873015873017,52.28333333333333,clay,g/kg,112.33333333333331,90.33333333333331,%,11.233333333333333,9.033333333333331
18.815873015873017,52.28333333333333,nitrogen,cg/kg,108.66666666666669,69.0,g/kg,1.086666666666667,0.69
18.815873015873017,52.28333333333333,ocd,dg/dm³,99.0,21.666666666666668,hg/m³,9.9,2.166666666666667
18.815873015873017,52.28333333333333,phh2o,pH*10,81.0,3.0,-,8.1,0.3
18.815873015873017,52.28333333333333,sand,g/kg,594.0,12.666666666666666,%,59.4,1.2666666666666666
18.815873015873017,52.28333333333333,silt,g/kg,293.6666666666667,40.333333333333336,%,29.366666666666667,4.033333333333333
